"﻿""REF_DATE""",GEO,DGUID,Investment status,Ownership type,Property type,Period of construction,Estimates,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",1981 to 1990,Total assessment value,Dollars,81,units,0,v1484734136,387.4.1.1.5.5,4901900000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",1981 to 1990,Average total living area,Square feet,279,units,0,v1484734137,387.4.1.1.5.6,2100,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",1981 to 1990,Median total living area,Square feet,279,units,0,v1484734138,387.4.1.1.5.7,2000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",1991 to 2000,Number,Number,223,units,0,v1484734139,387.4.1.1.6.1,9090,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",1991 to 2000,Percentage - investment status,Percent,239,units,0,v1484734140,387.4.1.1.6.2,91.8,,,,1
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",1991 to 2000,Average assessment value,Dollars,81,units,0,v1484734141,387.4.1.1.6.3,560000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",1991 to 2000,Median assessment value,Dollars,81,units,0,v1484734142,387.4.1.1.6.4,513000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",1991 to 2000,Total assessment value,Dollars,81,units,0,v1484734143,387.4.1.1.6.5,5051500000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",1991 to 2000,Average total living area,Square feet,279,units,0,v1484734144,387.4.1.1.6.6,1860,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",1991 to 2000,Median total living area,Square feet,279,units,0,v1484734145,387.4.1.1.6.7,1660,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",2001 to 2005,Number,Number,223,units,0,v1484734146,387.4.1.1.7.1,6130,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",2001 to 2005,Percentage - investment status,Percent,239,units,0,v1484734147,387.4.1.1.7.2,89.6,,,,1
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",2001 to 2005,Average assessment value,Dollars,81,units,0,v1484734148,387.4.1.1.7.3,610000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",2001 to 2005,Median assessment value,Dollars,81,units,0,v1484734149,387.4.1.1.7.4,554000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",2001 to 2005,Total assessment value,Dollars,81,units,0,v1484734150,387.4.1.1.7.5,3707200000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",2001 to 2005,Average total living area,Square feet,279,units,0,v1484734151,387.4.1.1.7.6,1990,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",2001 to 2005,Median total living area,Square feet,279,units,0,v1484734152,387.4.1.1.7.7,1800,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",2006 to 2010,Number,Number,223,units,0,v1484734153,387.4.1.1.8.1,3520,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",2006 to 2010,Percentage - investment status,Percent,239,units,0,v1484734154,387.4.1.1.8.2,81,,,,1
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",2006 to 2010,Average assessment value,Dollars,81,units,0,v1484734155,387.4.1.1.8.3,660000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",2006 to 2010,Median assessment value,Dollars,81,units,0,v1484734156,387.4.1.1.8.4,624000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",2006 to 2010,Total assessment value,Dollars,81,units,0,v1484734157,387.4.1.1.8.5,2257800000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",2006 to 2010,Average total living area,Square feet,279,units,0,v1484734158,387.4.1.1.8.6,2100,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",2006 to 2010,Median total living area,Square feet,279,units,0,v1484734159,387.4.1.1.8.7,1910,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",2011 to 2015,Number,Number,223,units,0,v1484734160,387.4.1.1.9.1,1985,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",2011 to 2015,Percentage - investment status,Percent,239,units,0,v1484734161,387.4.1.1.9.2,55.5,,,,1
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",2011 to 2015,Average assessment value,Dollars,81,units,0,v1484734162,387.4.1.1.9.3,650000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",2011 to 2015,Median assessment value,Dollars,81,units,0,v1484734163,387.4.1.1.9.4,529000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",2011 to 2015,Total assessment value,Dollars,81,units,0,v1484734164,387.4.1.1.9.5,1262100000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",2011 to 2015,Average total living area,Square feet,279,units,0,v1484734165,387.4.1.1.9.6,1990,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",2011 to 2015,Median total living area,Square feet,279,units,0,v1484734166,387.4.1.1.9.7,1760,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",2016 to reference period,Number,Number,223,units,0,v1484734167,387.4.1.1.10.1,1150,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",2016 to reference period,Percentage - investment status,Percent,239,units,0,v1484734168,387.4.1.1.10.2,60.7,,,,1
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",2016 to reference period,Average assessment value,Dollars,81,units,0,v1484734169,387.4.1.1.10.3,,..,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",2016 to reference period,Median assessment value,Dollars,81,units,0,v1484734170,387.4.1.1.10.4,,..,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",2016 to reference period,Total assessment value,Dollars,81,units,0,v1484734171,387.4.1.1.10.5,,..,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",2016 to reference period,Average total living area,Square feet,279,units,0,v1484734172,387.4.1.1.10.6,1820,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",2016 to reference period,Median total living area,Square feet,279,units,0,v1484734173,387.4.1.1.10.7,916,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",Not applicable,Number,Number,223,units,0,v1484734174,387.4.1.1.12.1,295,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",Not applicable,Percentage - investment status,Percent,239,units,0,v1484734175,387.4.1.1.12.2,43.7,,,,1
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",Not applicable,Average assessment value,Dollars,81,units,0,v1484734176,387.4.1.1.12.3,770000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",Not applicable,Median assessment value,Dollars,81,units,0,v1484734177,387.4.1.1.12.4,575000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",Not applicable,Total assessment value,Dollars,81,units,0,v1484734178,387.4.1.1.12.5,205300000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",Not applicable,Average total living area,Square feet,279,units,0,v1484734179,387.4.1.1.12.6,,..,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types","Total, all property types",Not applicable,Median total living area,Square feet,279,units,0,v1484734180,387.4.1.1.12.7,,..,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,"Total, all periods of construction",Number,Number,223,units,0,v1484734181,387.4.1.2.1.1,35350,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,"Total, all periods of construction",Percentage - investment status,Percent,239,units,0,v1484734182,387.4.1.2.1.2,94.6,,,,1
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,"Total, all periods of construction",Average assessment value,Dollars,81,units,0,v1484734183,387.4.1.2.1.3,680000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,"Total, all periods of construction",Median assessment value,Dollars,81,units,0,v1484734184,387.4.1.2.1.4,619000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,"Total, all periods of construction",Total assessment value,Dollars,81,units,0,v1484734185,387.4.1.2.1.5,23558000000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,"Total, all periods of construction",Average total living area,Square feet,279,units,0,v1484734186,387.4.1.2.1.6,2300,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,"Total, all periods of construction",Median total living area,Square feet,279,units,0,v1484734187,387.4.1.2.1.7,2050,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,1960 or earlier,Number,Number,223,units,0,v1484734188,387.4.1.2.2.1,7505,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,1960 or earlier,Percentage - investment status,Percent,239,units,0,v1484734189,387.4.1.2.2.2,89.7,,,,1
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,1960 or earlier,Average assessment value,Dollars,81,units,0,v1484734190,387.4.1.2.2.3,640000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,1960 or earlier,Median assessment value,Dollars,81,units,0,v1484734191,387.4.1.2.2.4,581000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,1960 or earlier,Total assessment value,Dollars,81,units,0,v1484734192,387.4.1.2.2.5,4685800000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,1960 or earlier,Average total living area,Square feet,279,units,0,v1484734193,387.4.1.2.2.6,1970,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,1960 or earlier,Median total living area,Square feet,279,units,0,v1484734194,387.4.1.2.2.7,1800,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,1961 to 1970,Number,Number,223,units,0,v1484734195,387.4.1.2.3.1,5785,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,1961 to 1970,Percentage - investment status,Percent,239,units,0,v1484734196,387.4.1.2.3.2,95.5,,,,1
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,1961 to 1970,Average assessment value,Dollars,81,units,0,v1484734197,387.4.1.2.3.3,620000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,1961 to 1970,Median assessment value,Dollars,81,units,0,v1484734198,387.4.1.2.3.4,561000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,1961 to 1970,Total assessment value,Dollars,81,units,0,v1484734199,387.4.1.2.3.5,3544100000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,1961 to 1970,Average total living area,Square feet,279,units,0,v1484734200,387.4.1.2.3.6,1960,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,1961 to 1970,Median total living area,Square feet,279,units,0,v1484734201,387.4.1.2.3.7,1820,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,1971 to 1980,Number,Number,223,units,0,v1484734202,387.4.1.2.4.1,6740,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,1971 to 1980,Percentage - investment status,Percent,239,units,0,v1484734203,387.4.1.2.4.2,96.5,,,,1
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,1971 to 1980,Average assessment value,Dollars,81,units,0,v1484734204,387.4.1.2.4.3,600000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,1971 to 1980,Median assessment value,Dollars,81,units,0,v1484734205,387.4.1.2.4.4,546000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,1971 to 1980,Total assessment value,Dollars,81,units,0,v1484734206,387.4.1.2.4.5,3976100000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,1971 to 1980,Average total living area,Square feet,279,units,0,v1484734207,387.4.1.2.4.6,2100,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,1971 to 1980,Median total living area,Square feet,279,units,0,v1484734208,387.4.1.2.4.7,1940,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,1981 to 1990,Number,Number,223,units,0,v1484734209,387.4.1.2.5.1,5835,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,1981 to 1990,Percentage - investment status,Percent,239,units,0,v1484734210,387.4.1.2.5.2,97.3,,,,1
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,1981 to 1990,Average assessment value,Dollars,81,units,0,v1484734211,387.4.1.2.5.3,690000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,1981 to 1990,Median assessment value,Dollars,81,units,0,v1484734212,387.4.1.2.5.4,638000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,1981 to 1990,Total assessment value,Dollars,81,units,0,v1484734213,387.4.1.2.5.5,3954400000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,1981 to 1990,Average total living area,Square feet,279,units,0,v1484734214,387.4.1.2.5.6,2400,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,1981 to 1990,Median total living area,Square feet,279,units,0,v1484734215,387.4.1.2.5.7,2260,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,1991 to 2000,Number,Number,223,units,0,v1484734216,387.4.1.2.6.1,3895,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,1991 to 2000,Percentage - investment status,Percent,239,units,0,v1484734217,387.4.1.2.6.2,96.8,,,,1
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,1991 to 2000,Average assessment value,Dollars,81,units,0,v1484734218,387.4.1.2.6.3,760000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,1991 to 2000,Median assessment value,Dollars,81,units,0,v1484734219,387.4.1.2.6.4,684000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,1991 to 2000,Total assessment value,Dollars,81,units,0,v1484734220,387.4.1.2.6.5,2904900000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,1991 to 2000,Average total living area,Square feet,279,units,0,v1484734221,387.4.1.2.6.6,2500,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,1991 to 2000,Median total living area,Square feet,279,units,0,v1484734222,387.4.1.2.6.7,2320,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,2001 to 2005,Number,Number,223,units,0,v1484734223,387.4.1.2.7.1,2775,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,2001 to 2005,Percentage - investment status,Percent,239,units,0,v1484734224,387.4.1.2.7.2,96,,,,1
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,2001 to 2005,Average assessment value,Dollars,81,units,0,v1484734225,387.4.1.2.7.3,810000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,2001 to 2005,Median assessment value,Dollars,81,units,0,v1484734226,387.4.1.2.7.4,741000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,2001 to 2005,Total assessment value,Dollars,81,units,0,v1484734227,387.4.1.2.7.5,2203700000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,2001 to 2005,Average total living area,Square feet,279,units,0,v1484734228,387.4.1.2.7.6,2600,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,2001 to 2005,Median total living area,Square feet,279,units,0,v1484734229,387.4.1.2.7.7,2460,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,2006 to 2010,Number,Number,223,units,0,v1484734230,387.4.1.2.8.1,1645,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,2006 to 2010,Percentage - investment status,Percent,239,units,0,v1484734231,387.4.1.2.8.2,94,,,,1
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,2006 to 2010,Average assessment value,Dollars,81,units,0,v1484734232,387.4.1.2.8.3,840000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,2006 to 2010,Median assessment value,Dollars,81,units,0,v1484734233,387.4.1.2.8.4,722000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,2006 to 2010,Total assessment value,Dollars,81,units,0,v1484734234,387.4.1.2.8.5,1346400000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,2006 to 2010,Average total living area,Square feet,279,units,0,v1484734235,387.4.1.2.8.6,2700,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,2006 to 2010,Median total living area,Square feet,279,units,0,v1484734236,387.4.1.2.8.7,2440,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,2011 to 2015,Number,Number,223,units,0,v1484734237,387.4.1.2.9.1,830,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,2011 to 2015,Percentage - investment status,Percent,239,units,0,v1484734238,387.4.1.2.9.2,92.2,,,,1
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,2011 to 2015,Average assessment value,Dollars,81,units,0,v1484734239,387.4.1.2.9.3,1000000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,2011 to 2015,Median assessment value,Dollars,81,units,0,v1484734240,387.4.1.2.9.4,835000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,2011 to 2015,Total assessment value,Dollars,81,units,0,v1484734241,387.4.1.2.9.5,793500000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,2011 to 2015,Average total living area,Square feet,279,units,0,v1484734242,387.4.1.2.9.6,3100,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,2011 to 2015,Median total living area,Square feet,279,units,0,v1484734243,387.4.1.2.9.7,2850,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,2016 to reference period,Number,Number,223,units,0,v1484734244,387.4.1.2.10.1,340,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,2016 to reference period,Percentage - investment status,Percent,239,units,0,v1484734245,387.4.1.2.10.2,87.2,,,,1
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,2016 to reference period,Average assessment value,Dollars,81,units,0,v1484734246,387.4.1.2.10.3,,..,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,2016 to reference period,Median assessment value,Dollars,81,units,0,v1484734247,387.4.1.2.10.4,,..,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,2016 to reference period,Total assessment value,Dollars,81,units,0,v1484734248,387.4.1.2.10.5,,..,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,2016 to reference period,Average total living area,Square feet,279,units,0,v1484734249,387.4.1.2.10.6,4100,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Single-detached house,2016 to reference period,Median total living area,Square feet,279,units,0,v1484734250,387.4.1.2.10.7,3640,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,"Total, all periods of construction",Number,Number,223,units,0,v1484734251,387.4.1.3.1.1,2830,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,"Total, all periods of construction",Percentage - investment status,Percent,239,units,0,v1484734252,387.4.1.3.1.2,90.3,,,,1
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,"Total, all periods of construction",Average assessment value,Dollars,81,units,0,v1484734253,387.4.1.3.1.3,470000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,"Total, all periods of construction",Median assessment value,Dollars,81,units,0,v1484734254,387.4.1.3.1.4,454000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,"Total, all periods of construction",Total assessment value,Dollars,81,units,0,v1484734255,387.4.1.3.1.5,1298300000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,"Total, all periods of construction",Average total living area,Square feet,279,units,0,v1484734256,387.4.1.3.1.6,1660,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,"Total, all periods of construction",Median total living area,Square feet,279,units,0,v1484734257,387.4.1.3.1.7,1620,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,1960 or earlier,Number,Number,223,units,0,v1484734258,387.4.1.3.2.1,95,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,1960 or earlier,Percentage - investment status,Percent,239,units,0,v1484734259,387.4.1.3.2.2,82.6,,,,1
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,1960 or earlier,Average assessment value,Dollars,81,units,0,v1484734260,387.4.1.3.2.3,430000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,1960 or earlier,Median assessment value,Dollars,81,units,0,v1484734261,387.4.1.3.2.4,407000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,1960 or earlier,Total assessment value,Dollars,81,units,0,v1484734262,387.4.1.3.2.5,41100000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,1960 or earlier,Average total living area,Square feet,279,units,0,v1484734263,387.4.1.3.2.6,1500,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,1960 or earlier,Median total living area,Square feet,279,units,0,v1484734264,387.4.1.3.2.7,1440,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,1961 to 1970,Number,Number,223,units,0,v1484734265,387.4.1.3.3.1,185,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,1961 to 1970,Percentage - investment status,Percent,239,units,0,v1484734266,387.4.1.3.3.2,92.5,,,,1
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,1961 to 1970,Average assessment value,Dollars,81,units,0,v1484734267,387.4.1.3.3.3,400000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,1961 to 1970,Median assessment value,Dollars,81,units,0,v1484734268,387.4.1.3.3.4,394000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,1961 to 1970,Total assessment value,Dollars,81,units,0,v1484734269,387.4.1.3.3.5,72600000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,1961 to 1970,Average total living area,Square feet,279,units,0,v1484734270,387.4.1.3.3.6,1570,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,1961 to 1970,Median total living area,Square feet,279,units,0,v1484734271,387.4.1.3.3.7,1550,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,1971 to 1980,Number,Number,223,units,0,v1484734272,387.4.1.3.4.1,1005,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,1971 to 1980,Percentage - investment status,Percent,239,units,0,v1484734273,387.4.1.3.4.2,94.4,,,,1
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,1971 to 1980,Average assessment value,Dollars,81,units,0,v1484734274,387.4.1.3.4.3,410000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,1971 to 1980,Median assessment value,Dollars,81,units,0,v1484734275,387.4.1.3.4.4,408000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,1971 to 1980,Total assessment value,Dollars,81,units,0,v1484734276,387.4.1.3.4.5,410900000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,1971 to 1980,Average total living area,Square feet,279,units,0,v1484734277,387.4.1.3.4.6,1560,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,1971 to 1980,Median total living area,Square feet,279,units,0,v1484734278,387.4.1.3.4.7,1520,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,1981 to 1990,Number,Number,223,units,0,v1484734279,387.4.1.3.5.1,95,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,1981 to 1990,Percentage - investment status,Percent,239,units,0,v1484734280,387.4.1.3.5.2,95,,,,1
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,1981 to 1990,Average assessment value,Dollars,81,units,0,v1484734281,387.4.1.3.5.3,440000,,,,0
